,Text1,Text2,label
3770,"[92296, 45870, 10189, 126, 119, 127, 12473, 26043, 10108, 68369, 117, 10176, 85429, 10171, 10111, 41115, 18425, 10111, 11370, 117, 10757, 14148, 10108, 79986, 117, 46748, 10111, 22216, 10107, 10301, 10211, 110547, 10336, 10155, 13697, 12352, 10908, 88126, 119, 102]","[24059, 88126, 10529, 10192, 18514, 10135, 34106, 10108, 12286, 119, 102]",2
3771,"[1450, 22765, 17344, 31256, 98455, 16000, 80814, 43102, 19197, 80814, 84307, 80814, 86063, 38472, 22765, 38468, 49292, 20507, 69365, 103333, 64296, 80814, 31142, 17405, 23687, 117, 1451, 30011, 31904, 111431, 22765, 101983, 26027, 17405, 23687, 118, 118, 69517, 111435, 17405, 84307, 18260, 31256, 31287, 79790, 95707, 22598, 30011, 69989, 22765, 69989, 22765, 49512, 117, 1451, 30011, 31904, 74142, 22765, 67093, 111421, 18260, 49292, 101983, 49097, 16000, 111432, 80814, 111437, 19197, 18203, 111431, 22765, 17344, 111435, 81831, 22123, 111429, 84307, 22123, 31904, 55593, 117, 1450, 39901, 48207, 18203, 46856, 22598, 39901, 38468, 22123, 117, 92220, 16000, 17405, 66845, 22765, 75974, 80814, 31142, 111431, 22765, 17344, 102]","[100, 102]",2
3772,"[10828, 112, 13587, 10312, 18828, 117, 11586, 112, 169, 38356, 10123, 18342, 12583, 93623, 27022, 10147, 119, 102]","[11586, 117, 14447, 112, 11023, 38356, 10123, 60503, 100721, 18369, 17938, 119, 102]",0
3773,"[1402, 39376, 111419, 38468, 18427, 20503, 57558, 38472, 30011, 55593, 22765, 31287, 46856, 111432, 20507, 22598, 46856, 101983, 39713, 111412, 38999, 30011, 65416, 30011, 39376, 49097, 16000, 111431, 51752, 100256, 49097, 26027, 75890, 80814, 62914, 22598, 18203, 20503, 58264, 31256, 19197, 100145, 86063, 49097, 16000, 39901, 111429, 49512, 18203, 28767, 62904, 17405, 49097, 26027, 102]","[1402, 39376, 31256, 16000, 39713, 111412, 38999, 30011, 65416, 30011, 39376, 75890, 22765, 111419, 49097, 22765, 22765, 37022, 53936, 18427, 102]",2
3774,"[11340, 11471, 10240, 117, 147, 119, 117, 13954, 10106, 10114, 63001, 117, 12034, 11155, 169, 30856, 10948, 59411, 10806, 10111, 67878, 10107, 136, 102]","[147, 119, 27874, 10107, 11155, 10124, 10192, 30856, 10948, 59411, 10806, 10111, 67878, 10107, 119, 102]",1
3775,"[12613, 10992, 21422, 17367, 10230, 10114, 50562, 10161, 12608, 24518, 10114, 23267, 11762, 39282, 117, 10271, 10124, 22497, 10189, 10531, 23068, 10894, 14107, 10114, 38639, 10108, 59897, 10189, 13461, 17339, 99131, 10216, 10111, 65803, 10336, 12185, 37933, 10107, 10146, 18568, 39282, 10301, 77980, 49382, 11912, 119, 102]","[14361, 21422, 10301, 19034, 10741, 10114, 16964, 119, 102]",2
3776,"[10117, 16068, 13617, 29500, 10105, 27920, 15698, 27300, 35322, 10108, 10105, 12936, 11183, 61976, 10107, 11360, 12469, 16118, 112, 187, 53810, 119, 102]","[10117, 13617, 10393, 42645, 54156, 10108, 10105, 61976, 10107, 119, 102]",1
3777,"[10117, 14657, 79203, 11942, 21629, 33601, 10108, 26032, 38457, 10106, 10105, 11104, 10108, 60574, 117, 10108, 23848, 158, 81208, 10106, 19389, 62825, 47898, 117, 10111, 10108, 10159, 30233, 10111, 64852, 10230, 10106, 48263, 10309, 14095, 10142, 10105, 63074, 99456, 10155, 13299, 98514, 26099, 67420, 10400, 27605, 119, 102]","[10117, 13299, 27605, 10134, 15652, 10146, 15306, 18849, 10454, 10111, 10798, 11419, 63592, 13096, 10155, 10105, 63074, 50788, 13596, 119, 102]",1
3778,"[889, 14070, 111202, 11554, 885, 108502, 891, 111211, 13874, 11714, 19255, 885, 17110, 14070, 55697, 13466, 10532, 866, 14070, 35593, 13220, 34315, 920, 865, 18438, 18187, 25695, 11453, 887, 50101, 20691, 865, 18438, 11714, 80731, 13665, 10826, 855, 60270, 44302, 15801, 852, 28462, 27841, 11497, 10412, 110737, 11186, 870, 11549, 33270, 18187, 27373, 12213, 15134, 11549, 87371, 11716, 920, 102]","[865, 43682, 21202, 887, 50101, 20691, 13088, 41280, 12563, 12105, 11267, 11186, 882, 57523, 36471, 73184, 20226, 920, 102]",0
3779,"[68918, 84709, 12400, 10105, 56618, 10116, 10602, 118, 16443, 10114, 10105, 31013, 136, 136, 173, 11966, 28841, 10136, 10160, 22436, 136, 100, 10328, 117, 169, 11795, 10108, 33581, 118, 10111, 32331, 118, 11943, 21174, 49781, 10114, 10105, 14136, 14446, 31141, 10108, 11966, 80184, 10115, 74718, 119, 102]","[11723, 10301, 169, 11487, 10108, 33581, 11943, 21174, 11155, 119, 102]",0
3780,"[150, 11119, 12096, 10153, 13520, 24049, 85382, 10113, 14266, 19157, 10116, 10132, 38981, 13520, 10588, 32994, 117, 11735, 76560, 36967, 10921, 10775, 11471, 37307, 10138, 66271, 10449, 11735, 90804, 10756, 11037, 119, 102]","[13740, 49581, 10113, 182, 27005, 10549, 15694, 53504, 71986, 23315, 12322, 11037, 10148, 110066, 10549, 179, 20706, 10116, 11959, 20715, 11233, 10257, 10109, 119, 102]",2
3781,"[6069, 6069, 10055, 2196, 7641, 7693, 7590, 8335, 3442, 6656, 8128, 10064, 2196, 4033, 2196, 5718, 4004, 4284, 3031, 2196, 5718, 6514, 6592, 2078, 3643, 3785, 6054, 10064, 4461, 2072, 2159, 2287, 2287, 2080, 6636, 1882, 102]","[2196, 2794, 2555, 2146, 2072, 2159, 2203, 2179, 2458, 3215, 5718, 5010, 3848, 1882, 102]",1
3782,"[2892, 10064, 5488, 3031, 10064, 2262, 5769, 5718, 2080, 6546, 2782, 136, 2196, 2870, 2146, 1882, 102]","[2196, 2915, 2146, 2072, 2102, 8167, 8439, 1882, 102]",0
3783,"[138, 12474, 15975, 118, 26905, 10134, 62052, 17555, 10485, 12542, 10522, 10841, 10833, 14030, 10114, 10271, 119, 102]","[10117, 15975, 118, 26905, 10833, 112, 172, 10590, 11419, 51511, 10230, 10134, 45041, 117, 13677, 83279, 10336, 16683, 11695, 10142, 10485, 10114, 15079, 119, 102]",2
3784,"[852, 18187, 24562, 11453, 17203, 11716, 14117, 40265, 28546, 35387, 887, 16940, 20429, 19030, 855, 11845, 28197, 111207, 36997, 11716, 117, 24072, 37038, 57523, 15070, 10532, 851, 16940, 33345, 11554, 11716, 10977, 889, 14070, 111202, 11554, 16791, 893, 49824, 11208, 14117, 24072, 64537, 893, 43733, 37244, 11072, 13286, 53596, 110310, 11716, 12213, 102]","[80368, 64537, 77386, 887, 16940, 20429, 16940, 11497, 11072, 53596, 45319, 10569, 117, 32087, 40265, 20161, 898, 41510, 28466, 13537, 11453, 13088, 851, 102752, 28043, 13016, 10569, 920, 102]",0
3785,"[10778, 13523, 10696, 15861, 118, 541, 92281, 107542, 557, 17488, 91925, 87161, 10191, 117, 17257, 10541, 29238, 49584, 10656, 10405, 17257, 10510, 20110, 10351, 62265, 48760, 103293, 10122, 23727, 545, 30318, 10353, 117, 38494, 13566, 30968, 10179, 22155, 10696, 549, 10332, 22415, 51823, 10179, 10122, 77363, 10913, 24064, 12673, 119, 102]","[530, 19553, 10367, 10387, 33276, 31593, 10375, 10332, 47204, 81428, 16183, 119, 102]",2
3786,"[140, 112, 11644, 17828, 10231, 15245, 83574, 10614, 10109, 106900, 11644, 17828, 10109, 14188, 45196, 119, 102]","[10159, 10563, 11439, 12260, 10104, 10109, 14387, 11644, 10110, 106900, 119, 102]",0
3787,"[138, 43648, 10108, 78599, 11624, 10393, 26015, 19626, 10978, 69154, 11233, 10537, 64334, 10280, 117, 12558, 21226, 10111, 68558, 11376, 118, 20748, 97778, 10189, 12962, 10106, 10105, 19261, 13028, 112, 172, 16298, 11419, 51511, 42819, 10114, 20575, 11816, 119, 102]","[28604, 78599, 11624, 10529, 27463, 19626, 10105, 20616, 10108, 69154, 14193, 10537, 64334, 10280, 10111, 10105, 19261, 10135, 10111, 11898, 39189, 13028, 112, 172, 16298, 11419, 51511, 11345, 10114, 20575, 11816, 119, 102]",0
3788,"[11023, 12257, 11387, 11044, 10105, 11387, 11044, 10689, 112, 22469, 26092, 10455, 15198, 16009, 10169, 11345, 13028, 21852, 12277, 10105, 17425, 21405, 102]","[107561, 12277, 10105, 17425, 21405, 117, 10689, 11337, 23332, 15198, 16009, 19353, 119, 102]",0
3789,"[10117, 14903, 10111, 69815, 10105, 12585, 17587, 10124, 10472, 42126, 10345, 10491, 92710, 13135, 117, 28357, 44291, 10114, 11639, 90001, 10111, 84874, 10105, 11938, 36981, 10798, 11084, 10124, 14128, 10106, 11049, 35394, 60282, 39484, 10146, 10105, 42381, 10345, 75477, 35289, 36581, 119, 102]","[10117, 42381, 10111, 10105, 75477, 35289, 36581, 10301, 10106, 27794, 10703, 31748, 12474, 60282, 39484, 10106, 56542, 119, 102]",2
3790,"[10445, 88493, 59623, 10112, 28390, 10441, 14908, 12369, 22878, 31897, 18424, 73321, 20530, 10106, 10118, 15212, 106063, 10136, 10221, 10140, 35330, 10136, 10139, 97246, 12342, 27625, 10329, 119, 119, 119, 102]","[12342, 27625, 10298, 10290, 148, 19343, 100254, 10129, 119, 102]",2
3791,"[33703, 41198, 11815, 543, 80369, 34623, 11833, 551, 61208, 117, 549, 10439, 42366, 105269, 558, 20641, 15113, 24539, 117, 10880, 119, 119, 119, 19732, 523, 10823, 10517, 11815, 105719, 10241, 96195, 44325, 10241, 38108, 549, 11815, 54853, 38494, 74079, 10517, 10933, 119, 102]","[523, 10990, 10702, 548, 17010, 119, 102]",1
3792,"[81839, 18791, 11897, 33968, 21293, 12166, 109, 10843, 117, 10259, 10106, 10180, 119, 102]","[33968, 112, 25468, 18791, 11897, 10261, 21293, 169, 23254, 29956, 14496, 10263, 12469, 10924, 119, 102]",2
3793,"[74212, 11403, 112, 187, 102499, 10301, 24071, 10114, 33992, 10105, 27570, 117, 64416, 117, 10111, 26874, 14010, 10108, 10151, 34649, 112, 187, 18356, 10111, 10114, 33992, 10105, 23200, 35717, 10108, 10105, 16293, 12047, 10142, 10105, 43074, 10108, 10105, 10536, 11426, 119, 102]","[10117, 74212, 11403, 14009, 10142, 10105, 43074, 10108, 10105, 10536, 11426, 10111, 10271, 112, 187, 12047, 49198, 119, 102]",0
3794,"[12613, 10455, 58768, 85110, 59078, 10111, 89033, 117, 10689, 15217, 21469, 10115, 49151, 10485, 11365, 112, 187, 105225, 10142, 41512, 118, 41280, 10111, 18301, 16527, 38868, 117, 40960, 10105, 10923, 118, 10924, 118, 12898, 18299, 10106, 43977, 169, 11192, 10114, 12962, 10111, 10840, 36540, 51401, 10162, 13190, 14796, 10689, 10944, 29597, 10106, 10105, 12723, 11371, 29597, 10230, 14942, 10188, 10455, 19634, 10107, 119, 102]","[27602, 10134, 10472, 16197, 10114, 49151, 12976, 10689, 10309, 22807, 119, 102]",2
3795,"[15503, 12020, 484, 16146, 89302, 18063, 31796, 26717, 118, 483, 108350, 12526, 111053, 77478, 15177, 22079, 461, 16146, 62913, 17762, 119, 102]","[11995, 480, 42881, 19038, 51343, 12000, 487, 19531, 49599, 18063, 465, 23514, 37351, 105355, 21263, 52861, 46918, 31796, 26717, 118, 483, 108350, 12526, 111053, 77478, 15177, 22079, 474, 13517, 23514, 87082, 45941, 119, 102]",1
3796,"[10190, 83735, 13858, 10188, 11850, 14010, 10171, 10108, 14012, 34372, 96355, 10107, 10114, 17368, 10226, 56558, 119, 102]","[11469, 18842, 10226, 56558, 117, 10190, 83735, 11031, 10105, 11850, 14010, 10171, 10108, 13486, 34372, 96355, 10107, 119, 102]",0
3797,"[446, 105957, 11351, 55969, 42341, 117, 14711, 462, 61399, 14144, 474, 13140, 62913, 99660, 10649, 488, 14669, 63444, 17762, 12526, 34129, 10356, 117, 479, 486, 19401, 95148, 10484, 469, 12526, 111053, 47664, 75694, 45702, 11262, 474, 13140, 16146, 84236, 26451, 10356, 119, 102]","[443, 474, 13140, 16146, 84236, 26451, 10356, 12446, 37229, 467, 21263, 87082, 18015, 476, 33947, 13140, 58046, 26451, 17074, 462, 78295, 21263, 10649, 488, 14669, 63444, 17762, 12526, 34129, 10356, 119, 102]",0
3798,"[479, 462, 45702, 111052, 32267, 492, 29223, 40956, 90868, 11068, 487, 26401, 64037, 20736, 110406, 10484, 18063, 487, 102587, 13140, 102]","[458, 26401, 64037, 20736, 31625, 12526, 21183, 76597, 21263, 10358, 11698, 18063, 487, 102587, 13140, 469, 43905, 472, 47664, 45702, 28506, 11068, 465, 111053, 29708, 14144, 28506, 11099, 462, 45702, 111052, 35790, 11180, 492, 29223, 40956, 119, 102]",0
3799,"[14156, 10114, 10531, 13065, 117, 14544, 10189, 10309, 71748, 17365, 10105, 42434, 79527, 117, 10105, 12397, 10668, 10108, 10105, 12723, 117, 10105, 35078, 33625, 117, 10111, 10105, 11164, 13533, 10309, 10114, 25430, 10571, 17365, 12608, 10146, 31566, 117, 11371, 10105, 17156, 19416, 10525, 10477, 13810, 136, 456, 10976, 10111, 10105, 17335, 41328, 44445, 10894, 12188, 10105, 10751, 11104, 10108, 12991, 119, 102]","[12865, 10301, 24426, 10435, 10105, 11773, 10114, 12991, 119, 102]",2
3800,"[146, 14499, 10271, 10114, 13028, 10189, 117, 56157, 169, 26315, 10108, 12916, 119, 29263, 12630, 39854, 10410, 112, 187, 89543, 117, 10169, 169, 15045, 54052, 10162, 102859, 21986, 10114, 39429, 91259, 10226, 117, 13028, 10309, 11155, 100, 10111, 14775, 10105, 47424, 10106, 10226, 11324, 106, 102]","[10357, 10134, 32862, 10114, 10211, 91590, 12436, 12916, 119, 29263, 12630, 39854, 10410, 10111, 10142, 13808, 10226, 44852, 119, 102]",0
3801,"[10117, 29421, 118, 118, 10940, 12563, 10271, 20970, 10347, 118, 118, 19540, 34208, 49523, 14786, 13275, 117, 10472, 10146, 12277, 10271, 10309, 169, 14642, 12014, 19826, 119, 102]","[11696, 11019, 62452, 10105, 29421, 59822, 12558, 10173, 15478, 19113, 119, 102]",0
3802,"[104390, 117, 82808, 18745, 10301, 10472, 10893, 16745, 59230, 92503, 10108, 12541, 10157, 10473, 10379, 10301, 36981, 10105, 95499, 81467, 10108, 11356, 10454, 17001, 10111, 14042, 119, 102]","[18267, 18745, 10301, 81467, 10108, 17001, 10111, 14042, 119, 102]",0
3803,"[11301, 10105, 11846, 10266, 70984, 10108, 10104, 44981, 112, 187, 78466, 12935, 10105, 60650, 118, 10224, 12682, 136, 136, 10196, 117, 10105, 14155, 10108, 11841, 118, 10338, 50547, 117, 15102, 20506, 45722, 10162, 10155, 10105, 26963, 13499, 19778, 10108, 10105, 25069, 112, 15734, 136, 100, 18424, 117, 33213, 10456, 11460, 13499, 117, 10111, 10105, 10338, 18086, 36758, 10108, 10104, 44981, 112, 187, 50202, 10107, 10111, 10105, 33065, 12529, 17864, 30500, 12935, 119, 102]","[11301, 10105, 24137, 117, 10338, 15689, 10948, 10105, 10551, 15911, 119, 102]",1
3804,"[183, 10237, 26905, 10271, 10105, 177, 27874, 10271, 112, 187, 11850, 10464, 10345, 10105, 10684, 98370, 112, 188, 10271, 177, 36110, 13028, 16106, 102]","[146, 27874, 10271, 112, 187, 10464, 10345, 10105, 10684, 22282, 10108, 81050, 119, 102]",1
3805,"[26129, 10241, 559, 19253, 34210, 12686, 102]","[30417, 542, 76475, 10179, 14816, 49271, 117, 45721, 553, 10205, 546, 19240, 12588, 10332, 16060, 119, 102]",2
3806,"[43690, 12935, 117, 11337, 13028, 136, 107, 20108, 20197, 10419, 20694, 12935, 10135, 10105, 40006, 48237, 10957, 119, 102]","[10357, 21937, 20108, 20197, 10419, 10114, 15329, 10950, 119, 102]",2
3807,"[10117, 89357, 13328, 43657, 10309, 10472, 10105, 10422, 43607, 10108, 64481, 11894, 29812, 119, 102]","[11340, 10108, 10105, 10422, 42663, 10108, 10105, 64481, 11894, 29812, 10309, 10105, 89357, 13328, 43657, 119, 102]",2
3808,"[3828, 5515, 2833, 3014, 5478, 2120, 8171, 5718, 2661, 2553, 3031, 2151, 3014, 5478, 4917, 4461, 2581, 3014, 5478, 1882, 102]","[3828, 6348, 4461, 2581, 3828, 6348, 10064, 2243, 3014, 5478, 4917, 4461, 2581, 3014, 5478, 1882, 102]",0
3809,"[444, 13140, 483, 23487, 42326, 10487, 487, 13140, 62740, 16853, 10358, 17866, 10487, 466, 89633, 19531, 11262, 461, 23514, 20736, 117, 10649, 461, 23514, 20736, 10720, 10487, 11698, 111053, 17302, 61517, 117, 17866, 10487, 466, 89633, 19531, 486, 31712, 26717, 17302, 10358, 17866, 10487, 474, 17302, 68946, 117, 10358, 19405, 17866, 31796, 13140, 24767, 18532, 96166, 10649, 484, 47664, 37351, 17762, 45373, 119, 102]","[457, 13517, 68869, 59108, 480, 87308, 29604, 11068, 474, 17302, 68946, 10487, 479, 26717, 97073, 99291, 465, 29223, 42336, 10487, 474, 13140, 62913, 98046, 14144, 119, 102]",2
3810,"[10111, 10380, 177, 10529, 30181, 52072, 10189, 10473, 10473, 11155, 10301, 177, 10149, 10529, 21997, 10189, 34481, 19316, 11850, 10689, 21528, 10114, 12888, 169, 15018, 12483, 10111, 10689, 10301, 16106, 11816, 84532, 10271, 10345, 100745, 100240, 10454, 19880, 10271, 10689, 10529, 11152, 19316, 10189, 10689, 11367, 112, 188, 88237, 102]","[12489, 19316, 10149, 20442, 21997, 11850, 10114, 34481, 136, 102]",1
3811,"[11023, 12257, 189, 10237, 118, 26506, 10237, 10473, 11951, 25157, 10160, 10271, 20363, 10108, 10146, 10151, 37933, 10106, 10105, 16711, 16683, 102]","[10117, 17466, 11337, 10472, 10347, 48323, 13096, 11444, 14586, 12935, 10105, 12117, 119, 102]",1
3812,"[22800, 117, 15127, 20104, 117, 10529, 146, 10472, 12415, 10114, 13028, 10435, 12400, 10189, 146, 10529, 10192, 64153, 10107, 119, 102]","[146, 11337, 10347, 16197, 10114, 17860, 11152, 64153, 17864, 119, 102]",1
3813,"[147, 112, 11346, 20770, 22195, 10129, 10231, 16345, 119, 102]","[10282, 169, 18042, 10138, 10121, 10144, 22195, 254, 10911, 42621, 64920, 119, 102]",0
3814,"[10159, 36800, 14298, 94637, 10553, 49236, 10119, 38578, 10110, 10125, 12081, 102]","[11343, 76455, 10125, 38578, 16290, 10192, 10553, 83626, 23827, 119, 102]",0
3815,"[27567, 27622, 16299, 83279, 10336, 117, 107162, 10376, 10741, 30086, 119, 102]","[27622, 16299, 30503, 10162, 10160, 10105, 16912, 117, 24426, 10741, 10135, 62052, 119, 102]",2
3816,"[1450, 28767, 99050, 22765, 49097, 18427, 73179, 18427, 111427, 49292, 30011, 23687, 49097, 20507, 78654, 46856, 101983, 53123, 51752, 75221, 31256, 76062, 111432, 28767, 82275, 31256, 31287, 79790, 111435, 17405, 31904, 39901, 33178, 111434, 46856, 80814, 31142, 111431, 80814, 17344, 102]","[1450, 28767, 99050, 95707, 18260, 22123, 22765, 75784, 80814, 31142, 20507, 38468, 18427, 28767, 53936, 16000, 111427, 80814, 37022, 55593, 111434, 111424, 35933, 18427, 111427, 49292, 30011, 23687, 95707, 22598, 30011, 53936, 18427, 30011, 111429, 34523, 46856, 101983, 53123, 111435, 86082, 31904, 86082, 31142, 80814, 31142, 111431, 80814, 17344, 102]",1
3817,"[10377, 10124, 10472, 169, 48886, 117, 16106, 117, 10189, 10883, 82376, 12349, 10262, 25080, 10105, 18167, 10908, 10106, 25410, 112, 187, 25474, 11244, 26054, 119, 12689, 10105, 14932, 10189, 12277, 10105, 10104, 21146, 27463, 10741, 10135, 11012, 10261, 112, 172, 10347, 18020, 169, 10287, 10482, 46666, 118, 13255, 23410, 10124, 10379, 117, 10114, 23763, 10105, 16298, 117, 12229, 118, 10262, 48854, 119, 102]","[63118, 11419, 92385, 10189, 10105, 10104, 21146, 10894, 13574, 10105, 12188, 10108, 169, 38055, 119, 102]",2
3818,"[19732, 11060, 10702, 10439, 16318, 10241, 117, 10949, 118, 22504, 117, 24973, 109494, 10791, 22025, 35718, 61215, 19553, 117, 12123, 10949, 48942, 79845, 18035, 117, 560, 17581, 11582, 543, 10956, 12528, 67106, 16318, 22121, 119, 102]","[528, 10933, 37700, 11582, 16318, 13327, 10227, 60976, 119, 102]",0
3819,"[19268, 10855, 36390, 117, 64844, 118, 106095, 10287, 10123, 144, 10230, 27749, 77137, 10114, 13086, 12452, 12929, 14579, 13893, 10160, 10105, 11561, 14316, 10189, 10271, 10124, 14579, 10114, 10105, 18134, 118, 25938, 11586, 10406, 31444, 11293, 119, 102]","[10287, 10123, 144, 10230, 27749, 77137, 10114, 13086, 12929, 14579, 10114, 84340, 18206, 10111, 13893, 10160, 10105, 11561, 10635, 119, 102]",0
3820,"[189, 10237, 11206, 10192, 177, 12820, 21852, 177, 21852, 11736, 11376, 15293, 10107, 10479, 48573, 10454, 10944, 112, 188, 10452, 13387, 10271, 10689, 10529, 10114, 11783, 10169, 10105, 169, 11376, 189, 10237, 12976, 177, 36110, 169, 40138, 87362, 10798, 10798, 10345, 15306, 102]","[14361, 10108, 10105, 11376, 15293, 10107, 146, 21852, 10894, 35024, 10347, 16197, 10114, 10452, 13387, 10271, 119, 102]",2
3821,"[69903, 10752, 10913, 78524, 15811, 13613, 11078, 16111, 10593, 113, 11279, 10375, 73899, 48717, 10593, 114, 10297, 97139, 549, 13613, 11078, 11602, 10205, 27165, 117, 549, 12265, 60189, 10520, 10405, 10384, 49048, 11347, 117, 558, 10636, 86751, 20505, 11347, 549, 15597, 93374, 32436, 35389, 119, 102]","[63570, 30405, 86478, 41073, 17127, 10407, 36650, 28680, 10880, 43594, 119, 102]",2
3822,"[58747, 17293, 20970, 63222, 169, 12077, 26639, 10108, 10455, 25468, 73311, 117, 34705, 17644, 38200, 10114, 28710, 119, 102]","[81839, 73311, 62559, 10336, 10114, 17293, 11337, 18090, 11345, 25722, 51163, 58768, 28580, 68348, 10473, 11337, 10379, 14107, 10114, 17981, 17644, 38200, 10135, 106416, 119, 102]",1
3823,"[17340, 108609, 11378, 10845, 48750, 10107, 10322, 49401, 10119, 33742, 45420, 10754, 48444, 52269, 10107, 119, 102]","[13810, 108609, 11378, 10845, 48750, 10107, 10322, 14370, 14638, 31272, 10152, 48444, 10110, 62817, 119, 102]",2
3824,"[10912, 13940, 16704, 41286, 118, 71624, 118, 24577, 39398, 10329, 99864, 10147, 55260, 32206, 17609, 29449, 10130, 117, 258, 29389, 117, 10196, 10298, 10307, 10380, 10130, 10380, 51275, 11195, 117, 10242, 10298, 10118, 15729, 10139, 83486, 119, 102]","[10445, 29184, 10253, 42258, 51275, 11195, 37922, 11405, 10150, 119, 10259, 109, 11284, 73561, 119, 102]",1
3825,"[32842, 44991, 24860, 10142, 10105, 23522, 10948, 10551, 10108, 10105, 112, 10919, 10107, 112, 10992, 87680, 17554, 10148, 17025, 38679, 18206, 119, 102]","[10117, 19418, 10155, 10105, 10551, 10148, 17025, 38679, 18206, 49098, 11859, 13136, 10188, 29832, 119, 102]",0
3826,"[177, 177, 10529, 11152, 68478, 10978, 10271, 10106, 10105, 15495, 10189, 177, 38008, 12277, 169, 15042, 10124, 56044, 28569, 169, 27949, 13096, 86697, 10111, 10271, 112, 187, 169, 30181, 10261, 49900, 10107, 22564, 177, 38008, 11850, 10105, 24895, 22153, 10151, 32684, 10142, 10151, 32684, 102]","[10117, 11342, 11203, 12229, 84852, 10151, 32684, 10142, 10151, 32684, 10106, 12990, 10114, 29320, 10261, 49900, 10107, 36951, 119, 102]",1
3827,"[10117, 11584, 18195, 10114, 23332, 169, 13354, 15630, 10142, 16944, 17452, 10111, 169, 16711, 13559, 11825, 10135, 10105, 11920, 119, 102]","[10117, 13559, 11825, 10189, 10105, 11584, 11337, 23332, 10124, 19090, 10114, 10347, 37992, 10680, 10111, 12558, 12077, 119, 102]",1
3828,"[42110, 10113, 11471, 17144, 97062, 11488, 117, 45272, 87127, 15749, 30186, 50579, 10570, 12134, 64076, 117, 18812, 38443, 10113, 12134, 18193, 17019, 10113, 10883, 32066, 20687, 18049, 10113, 22795, 10138, 59014, 10549, 25085, 91610, 10342, 119, 102]","[30186, 50579, 10570, 11959, 95682, 10637, 51271, 126, 117, 10259, 11471, 17144, 97062, 11488, 119, 102]",1
3829,"[11597, 31562, 11337, 11572, 12101, 119, 102]","[10117, 10817, 11337, 19540, 10347, 73338, 10142, 10226, 35394, 17001, 119, 102]",2
3830,"[11597, 11365, 10374, 14172, 169, 10312, 10111, 169, 15243, 11858, 119, 102]","[10117, 11365, 10374, 12694, 10189, 10529, 20006, 14942, 119, 102]",0
3831,"[177, 16938, 112, 188, 21852, 177, 177, 10149, 177, 10944, 27874, 10108, 10435, 10105, 189, 10237, 10105, 11342, 57637, 10161, 24682, 10978, 10271, 16683, 10940, 12976, 12172, 10689, 23763, 10114, 189, 10237, 177, 10944, 112, 188, 27874, 10108, 10105, 31810, 12101, 52712, 11304, 10119, 10340, 30159, 112, 187, 12976, 10124, 30159, 112, 187, 10380, 102]","[146, 21852, 10531, 12373, 146, 12542, 169, 11342, 11203, 119, 102]",1
3832,"[24357, 10107, 10106, 60562, 102]","[13252, 16480, 10944, 10347, 16382, 10114, 30931, 10107, 119, 102]",1
3833,"[177, 27874, 11023, 12257, 10111, 10271, 112, 187, 169, 12820, 169, 46267, 10112, 30220, 10111, 13028, 21852, 10271, 112, 187, 26133, 10114, 27207, 15774, 10160, 10111, 84874, 102]","[10377, 112, 187, 10151, 30220, 10189, 10124, 13716, 118, 17603, 119, 102]",1
3834,"[37347, 10107, 10189, 11951, 27675, 10142, 10105, 140, 37174, 12821, 10114, 44856, 102]","[12865, 27675, 82311, 10114, 10105, 140, 37174, 23503, 102]",0
3835,"[11023, 12257, 177, 112, 10323, 19540, 44593, 10114, 13574, 83258, 10473, 177, 112, 10323, 14794, 19556, 10681, 12166, 10114, 10271, 102]","[146, 10529, 10590, 18084, 83258, 10142, 10978, 58305, 10855, 119, 102]",2
3836,"[112, 11730, 11951, 12174, 50725, 10142, 119, 112, 102]","[18465, 82467, 10301, 10242, 16081, 119, 102]",2
3837,"[1436, 43102, 20503, 106, 1450, 28767, 99050, 31256, 55593, 22765, 79790, 75890, 31256, 55593, 22765, 75784, 80814, 31142, 111433, 46856, 22765, 28767, 20507, 78654, 81831, 44121, 20507, 38999, 19197, 15493, 111424, 16000, 111428, 44334, 111424, 22765, 69989, 28767, 31142, 80814, 31142, 39901, 31287, 18427, 111431, 80814, 17344, 33178, 103641, 28220, 49097, 39376, 53123, 20503, 111429, 16000, 20503, 23687, 16000, 111427, 34523, 111431, 39901, 28220, 84307, 111431, 80275, 17405, 102]","[1422, 31287, 18427, 111433, 46856, 22765, 28767, 20507, 78654, 37022, 78434, 111424, 17405, 22123, 18203, 100145, 86063, 49097, 16000, 111431, 22765, 69989, 111424, 61888, 20503, 20507, 55593, 39713, 17405, 69365, 46856, 22598, 28767, 44334, 111431, 28767, 99050, 22123, 58264, 111431, 111431, 20507, 22598, 30011, 22598, 111433, 18427, 16000, 39901, 22765, 35933, 33178, 17405, 111436, 89969, 102]",1
3838,"[64963, 59901, 31522, 16526, 28765, 12437, 11341, 59901, 62734, 793, 11509, 41507, 11326, 11341, 10289, 19375, 788, 102952, 49413, 14146, 13879, 19375, 92313, 20609, 36793, 54995, 119, 102]","[28598, 11843, 20623, 11091, 11341, 12497, 13879, 766, 80997, 773, 94359, 16845, 59901, 35849, 56363, 12700, 119, 102]",0
